generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1775024225-43goFJGVS7NRllNJULUS,2026-04-01 06:17:05.675,0.000606,,,0,0,2087,489,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7326,362,library-app,libri
gen-1775024220-bYZKXW8pKBXSstB78mJS,2026-04-01 06:17:00.636,0.000632,,,0,0,2188,507,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8854,422,library-app,libri
gen-1775024217-36QzHkV07nndj9LTP98W,2026-04-01 06:16:57.926,0.000675,,,0,0,2132,592,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9473,468,library-app,libri
gen-1775024213-MrGIDaeaKKGonnjQoO9F,2026-04-01 06:16:53.885,0.000998,,,,0,2559,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,65643,180,library-app,libri
gen-1775024213-Dot1e1mXaj9helYHtXJ3,2026-04-01 06:16:53.162,0.00098,,,,0,2198,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,61107,192,library-app,libri
gen-1775024204-ws3fZ7OMgxBIXOztqese,2026-04-01 06:16:44.217,0.000973,,,,0,2060,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,52582,239,library-app,libri
gen-1775024201-MNVWr4XkQghz5lrLIT2a,2026-04-01 06:16:41.945,0.000985,,,,0,2299,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53204,171,library-app,libri
gen-1775024200-l4ctBBqsQovZLynbZHbY,2026-04-01 06:16:40.311,0.000607,,,0,0,2201,463,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8171,364,library-app,libri
gen-1775024200-W61riETuwccJK2GDZSqS,2026-04-01 06:16:40.252,0.000581,,,0,0,2107,442,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7933,714,library-app,libri
gen-1775024192-uPztMCReCwlIjI6oyXkN,2026-04-01 06:16:32.939,0.000628,,,0,0,2192,500,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8849,427,library-app,libri
gen-1775024191-3MEa0ULmFHnBR2WMZ2Wb,2026-04-01 06:16:31.923,0.000641,,,0,0,2250,507,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7322,416,library-app,libri
gen-1775024190-BBtUMT8AH4k7x52Qt8ET,2026-04-01 06:16:30.296,0.000976,,,,0,2119,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,55095,168,library-app,libri
gen-1775024173-fOmUocqTaUgUnH4u4ap6,2026-04-01 06:16:13.264,0.000659,,,0,0,2114,571,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13964,1229,library-app,libri
gen-1775024171-IG1pwuufrgPYf9kaNR3w,2026-04-01 06:16:11.922,0.000974,,,,0,2086,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53734,184,library-app,libri
gen-1775024170-UF5A8usCJLKrWNKScAVZ,2026-04-01 06:16:10.138,0.000979,,,,0,2187,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50460,378,library-app,libri
gen-1775024168-d6xqmojrOL2dGTg8jdxu,2026-04-01 06:16:08.205,0.000976,,,,0,2131,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,49647,32,library-app,libri
gen-1775024156-A1exK1GlMEV9R0nWClvv,2026-04-01 06:15:56.378,0.000645,,,0,0,2148,539,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,12454,386,library-app,libri
gen-1775024155-bw39HiXq2xwB4SUThTOU,2026-04-01 06:15:55.017,0.000635,,,0,0,2088,537,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10600,427,library-app,libri
gen-1775024154-rFqI4ZGzXis6Cnx1Xtll,2026-04-01 06:15:54.537,0.000633,,,0,0,2025,549,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9879,431,library-app,libri
gen-1775024152-4PP26iMzXQ17W8VLU2JA,2026-04-01 06:15:52.883,0.00098,,,,0,2200,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,47022,169,library-app,libri
gen-1775024143-8GNkJrvYtNjm5MqVDVbb,2026-04-01 06:15:43.015,0.000975,,,,0,2106,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,57145,172,library-app,libri
gen-1775024142-RXG3Ag6eDe3umkzBYH2c,2026-04-01 06:15:42.292,0.000979,,,,0,2191,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50579,168,library-app,libri
gen-1775024140-KHRL3Ves5rx5le734fyr,2026-04-01 06:15:40.861,0.000607,,,0,0,1908,535,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9593,614,library-app,libri
gen-1775024136-copIzYBN2cos54L5hu1I,2026-04-01 06:15:36.009,0.000982,,,,0,2249,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,55843,301,library-app,libri
gen-1775024131-maZn4BW09hShE0wrQcWY,2026-04-01 06:15:31.552,0.00057,,,0,0,2085,429,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7980,771,library-app,libri
gen-1775024130-Vf5SeYTkwWtfmILUhbJn,2026-04-01 06:15:30.168,0.000599,,,0,0,2151,462,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7721,400,library-app,libri
gen-1775024130-edWO6PkPSsousedg8M2s,2026-04-01 06:15:29.999,0.000976,,,,0,2113,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,43212,183,library-app,libri
gen-1775024121-IYyVwXM1TztKVvQoz8ld,2026-04-01 06:15:21.994,0.000673,,,0,0,2293,550,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9114,405,library-app,libri
gen-1775024114-y0zP1pNgwAUwkDj6sNHZ,2026-04-01 06:15:14.110,0.00066,,,0,0,2116,572,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13463,448,library-app,libri
gen-1775024110-UqKSwMzUL0Q3MkXFgJaj,2026-04-01 06:15:10.423,0.000977,,,,0,2147,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,45891,195,library-app,libri
gen-1775024109-bUN2anagzczMJxkAm2kU,2026-04-01 06:15:09.411,0.000974,,,,0,2087,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,45532,177,library-app,libri
gen-1775024090-26hgQEqMw6DT8YpmbUPL,2026-04-01 06:14:50.349,0.000582,,,,0,2126,1191,1088,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,17346,17218,library-app,libri
gen-1775024089-XcD0wBJ6sZJ9W2muV9p2,2026-04-01 06:14:49.572,0.000971,,,,0,2024,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,64909,189,library-app,libri
gen-1775024085-nQO74iIHXlXZ6lIQsvxd,2026-04-01 06:14:45.783,0.000722,,,,0,2226,1528,1408,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,20600,20491,library-app,libri
gen-1775024082-6tSqXNweaWfZRjvnjlIP,2026-04-01 06:14:42.306,0.000965,,,,0,1907,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,58480,175,library-app,libri
gen-1775024077-pDzX6Faww5GRbGtxbINI,2026-04-01 06:14:37.174,0.000624,,,0,0,2093,518,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10624,896,library-app,libri
gen-1775024076-2nAmc7BY9xCUQcyNA3OF,2026-04-01 06:14:36.430,0.000388,,,0,0,2220,92,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2452,782,library-app,libri
gen-1775024075-60FKs2bT2y8QzH5SXxvq,2026-04-01 06:14:35.660,0.00063,,,0,0,2151,513,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9703,953,,libri
gen-1775024074-3dentRlRe1IdA4R2NO2R,2026-04-01 06:14:34.108,0.000611,,,0,0,2094,496,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11082,1104,library-app,libri
gen-1775024066-uOqp4nQnkdlZ3339mj03,2026-04-01 06:14:26.782,0.000977,,,,0,2150,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,63269,164,library-app,libri
gen-1775024065-nXw01YnZpaqIw2EVajLR,2026-04-01 06:14:25.486,0.000974,,,,0,2084,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,66002,168,library-app,libri
gen-1775024064-bLwPF0X40L2cdijyL5zK,2026-04-01 06:14:24.004,0.000985,,,,0,2292,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,57932,172,library-app,libri
gen-1775024063-cNPpq7Din7frnkK6YkzQ,2026-04-01 06:14:23.641,0.000976,,,,0,2115,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50310,255,library-app,libri
gen-1775024062-CoJbDUGe85SSTHEljJzD,2026-04-01 06:14:22.444,0.000719,,,,0,2246,1518,1408,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,20706,20534,library-app,libri
gen-1775024055-r5GhxjW2AnSVEP5hf6tC,2026-04-01 06:14:15.129,0.000585,,,0,0,2170,434,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,5795,315,library-app,libri
gen-1775024054-6MUECPkKvGQ1DLD5lrUA,2026-04-01 06:14:14.921,0.000609,,,0,0,2094,492,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6691,414,library-app,libri
gen-1775024054-MoiItY6RD2fufxNTYOL6,2026-04-01 06:14:14.725,0.000601,,,0,0,2101,477,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9310,420,library-app,libri
gen-1775024053-MzaFEEiKonX9YX5MLFwy,2026-04-01 06:14:13.946,0.000639,,,0,0,2256,501,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7604,437,library-app,libri
gen-1775024047-eqT2L67HgafztAXWfpwv,2026-04-01 06:14:07.249,0.000614,,,0,0,2134,490,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13052,480,library-app,libri
gen-1775024027-WShB9FJ1olYsPUwUc31H,2026-04-01 06:13:47.856,0.000985,,,,0,2100,2200,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,26793,26792,library-app,libri
gen-1775024024-ZRRcELWo0jCwOlKNu3EB,2026-04-01 06:13:44.919,0.000977,,,,0,2150,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,64152,173,,libri
gen-1775024024-sgeIXTOV6O1lK7hlu1yU,2026-04-01 06:13:44.713,0.000981,,,,0,2219,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,51655,213,library-app,libri
gen-1775024023-QrbMN7ML6xBlsX0qFdVr,2026-04-01 06:13:43.954,0.000975,,,,0,2092,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53151,256,library-app,libri
gen-1775024018-yxbMk80qAsOTEqrfrBe2,2026-04-01 06:13:38.822,0.000378,,,0,0,2153,92,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2301,428,library-app,libri
gen-1775024011-a9A2FnSOF59r4KVJqKLt,2026-04-01 06:13:31.514,0.000649,,,0,0,2139,548,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10818,465,,libri
gen-1775024010-sr3XTWJQyi2Cq5T43REi,2026-04-01 06:13:30.557,0.000618,,,0,0,2079,511,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10135,2020,library-app,libri
gen-1775024008-N1uuBYK1sDVsQulzuNzl,2026-04-01 06:13:28.722,0.000983,,,,0,2255,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,45160,171,library-app,libri
gen-1775024007-4Cnosz32ZZJweIALJxdU,2026-04-01 06:13:27.020,0.000975,,,,0,2093,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,67057,185,library-app,libri
gen-1775024005-Mr2OeXdScqFLV9jX0rxa,2026-04-01 06:13:25.540,0.000634,,,,0,2106,1324,1216,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,19441,18370,library-app,libri
gen-1775023998-zEPEPSKX0XKCjsE4hyhH,2026-04-01 06:13:18.375,0.000977,,,,0,2133,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,48617,172,library-app,libri
gen-1775023995-59ye68R5SHGEbZSJ7TJ9,2026-04-01 06:13:15.827,0.000387,,,0,0,2214,92,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1679,414,,libri
gen-1775023995-apIap6nnXj6B3WDicbG7,2026-04-01 06:13:15.258,0.000978,,,,0,2169,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,59794,334,library-app,libri
gen-1775023994-meVSn88oj3eeDhmJPBBg,2026-04-01 06:13:14.012,0.000624,,,0,0,2149,504,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8858,437,library-app,libri
gen-1775023993-BJzhlCDkDJEPjjIKwtSX,2026-04-01 06:13:13.092,0.000975,,,,0,2093,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,61724,285,library-app,libri
gen-1775023992-w04ooIyuIxLrtwuTvDhF,2026-04-01 06:13:12.957,0.000575,,,0,0,2075,441,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7944,459,library-app,libri
gen-1775023989-SoqNf0qbfoeKbrwKio5N,2026-04-01 06:13:09.370,0.000598,,,0,0,2183,451,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,6563,408,library-app,libri
gen-1775023987-24UPGpxAHv6RvleEle3P,2026-04-01 06:13:07.970,0.000581,,,,0,2263,1171,1024,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,18237,17893,library-app,libri
gen-1775023982-cBll6Z3NT30W3T4Wm3zV,2026-04-01 06:13:02.526,0.000605,,,0,0,2154,470,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10241,949,library-app,libri
gen-1775023981-m3SlxFVfGDyErmWi7Zq2,2026-04-01 06:13:01.770,0.000572,,,0,0,2103,428,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7684,642,library-app,libri
gen-1775023962-Ao1mu6KH1XmQ2WFcaduF,2026-04-01 06:12:42.788,0.000661,,,,0,2250,1373,1216,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,20637,20414,library-app,libri
gen-1775023961-3Gc01MsGt847aXd7qKVw,2026-04-01 06:12:41.235,0.000974,,,,0,2078,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,49245,225,library-app,libri
gen-1775023956-xxxfQs6VtymZ44iSu68Y,2026-04-01 06:12:36.735,0.000977,,,,0,2138,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,54672,188,,libri
gen-1775023950-dn6IJY5Fssk1LbN2bDHa,2026-04-01 06:12:30.935,0.000615,,,0,0,2321,445,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8951,715,library-app,libri
gen-1775023947-QNF6o2KK58yyDaZycpbm,2026-04-01 06:12:27.850,0.000974,,,,0,2074,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,45034,242,library-app,libri
gen-1775023947-FzWAvc6ZI1HVCkSW100b,2026-04-01 06:12:27.619,0.000978,,,,0,2152,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,71130,167,library-app,libri
gen-1775023942-1jMelOq7i3n84n9xccQ2,2026-04-01 06:12:22.746,0.000623,,,0,0,2235,480,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11330,1044,,libri
gen-1775023940-NfpoXFEXSbHajz37Ll7O,2026-04-01 06:12:20.422,0.000977,,,,0,2148,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53534,185,library-app,libri
gen-1775023938-AREBbgo0EmUkVz8jie5T,2026-04-01 06:12:18.603,0.000652,,,,0,2091,1371,1216,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,19928,19827,library-app,libri
gen-1775023937-8RsOh1sLMHqUtgL0QbmO,2026-04-01 06:12:17.341,0.000981,,,,0,2213,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,58415,193,,libri
gen-1775023927-Cff3gT1naNBsHrkAVICr,2026-04-01 06:12:07.476,0.000975,,,,0,2102,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,54224,188,library-app,libri
gen-1775023926-GZLKSenjDwZqb4PkGp2z,2026-04-01 06:12:06.432,0.000628,,,0,0,2116,519,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9790,457,library-app,libri
gen-1775023924-IjtYsHOE7ENY1jjOfqBl,2026-04-01 06:12:04.140,0.00068,,,0,0,2235,575,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10576,602,,libri
gen-1775023923-nKVZEMbLs0AE2hwmAk6Z,2026-04-01 06:12:03.931,0.000979,,,,0,2182,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,65353,165,library-app,libri
gen-1775023920-FwUeT0QGTxsUtQsETgOg,2026-04-01 06:12:00.298,0.000592,,,,0,2226,1202,1088,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,16052,15953,library-app,libri
gen-1775023919-CWE554rXxwxvhRmW1Fe6,2026-04-01 06:11:59.628,0.000598,,,0,0,2068,480,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,15507,789,library-app,libri
gen-1775023919-q6SbtzvifHqN8Pof0dHT,2026-04-01 06:11:59.378,0.000664,,,0,0,2120,578,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9922,361,library-app,libri
gen-1775023918-ehQV9K0YsiaZSpIU7bg6,2026-04-01 06:11:58.756,0.000978,,,,0,2153,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,63704,173,library-app,libri
gen-1775023913-CRglcWcX8pWPcqTkDJlP,2026-04-01 06:11:53.329,0.000681,,,0,0,2098,612,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10335,341,library-app,libri
gen-1775023911-tZwBSbCEDXiN8lwh0SG0,2026-04-01 06:11:51.412,0.000645,,,0,0,2162,536,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9965,785,library-app,libri
gen-1775023905-6knKpH9FNpLP0l7JHR36,2026-04-01 06:11:45.556,0.00059,,,0,0,2107,457,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10333,410,library-app,libri
gen-1775023904-5Pyhn48qlT2V2HwlayBA,2026-04-01 06:11:44.025,0.000654,,,0,0,2168,549,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10258,359,library-app,libri
gen-1775023893-rtxEW86UqZnzpEFVyW85,2026-04-01 06:11:33.081,0.000986,,,,0,2320,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,57784,183,library-app,libri
gen-1775023884-qjYWOkEzbxICrlX7HTGj,2026-04-01 06:11:24.852,0.000982,,,,0,2234,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,57817,182,,libri
gen-1775023873-OPmw56qrMGT8Hm2XrK19,2026-04-01 06:11:13.050,0.000605,,,0,0,2162,469,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,8848,694,,libri
gen-1775023871-uXwCDtMCpResWKvC5uJN,2026-04-01 06:11:11.158,0.000707,,,,0,2257,1486,1344,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,19433,19139,library-app,libri
gen-1775023863-cOCAhIcVcNpI7xai3tM0,2026-04-01 06:11:03.426,0.000982,,,,0,2234,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,60655,163,,libri
gen-1775023862-PeVHkB3cCMWmGOqjhCtg,2026-04-01 06:11:02.811,0.000975,,,,0,2097,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50451,169,library-app,libri
gen-1775023862-lswJBWE6200qUkfaYeq8,2026-04-01 06:11:02.487,0.000973,,,,0,2067,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,57062,172,library-app,libri
gen-1775023861-0iFGE05id0RVTypKvps1,2026-04-01 06:11:01.106,0.000976,,,,0,2119,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,58196,167,library-app,libri
gen-1775023858-tLwpYb0rgY7amPpPkrex,2026-04-01 06:10:58.094,0.000978,,,,0,2167,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,45819,173,library-app,libri
gen-1775023857-VvAb8GUpFsB9YgiOi5o1,2026-04-01 06:10:57.686,0.000978,,,,0,2161,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,53628,177,library-app,libri
gen-1775023856-x2CrOLn9dG0eBgqm1uMT,2026-04-01 06:10:56.573,0.000976,,,,0,2115,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,69841,147,library-app,libri
gen-1775023856-AttCHK3t2Q3t9EDJn5wV,2026-04-01 06:10:56.212,0.000975,,,,0,2106,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,49263,209,library-app,libri
gen-1775023852-q1g0GuZXyaliHUU67sUQ,2026-04-01 06:10:52.431,0.000596,,,,0,2290,1204,1088,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,16020,15892,library-app,libri
gen-1775023850-o0tS8d8oG3jyGLM0ex4R,2026-04-01 06:10:50.821,0.00064,,,0,0,2248,506,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9831,450,,libri
gen-1775023848-awKDbLmAZIT6Q4iZNcrZ,2026-04-01 06:10:48.936,0.000445,,,,0,1999,863,704,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,completed,stop,10548,10450,library-app,libri
gen-1775023845-rsm1HMamf7kFxXu52Jfs,2026-04-01 06:10:45.796,0.000644,,,0,0,2086,553,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,11831,357,library-app,libri
gen-1775023845-QrGuCDF4psj9gwHfEF5B,2026-04-01 06:10:45.795,0.000623,,,0,0,2154,501,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,10923,352,library-app,libri
gen-1775023845-2m6Oq3E0gRJmukWQzFNQ,2026-04-01 06:10:45.795,0.000649,,,,0,2208,1071,0,0,google/gemini-2.5-flash-lite,Google,standard,false,true,,STOP,stop,3477,264,library-app,libri
gen-1775023845-ahY4gplo3bo1MxLIWFDs,2026-04-01 06:10:45.793,0.00066,,,0,0,2109,574,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9229,508,library-app,libri
gen-1775023845-il1ktgbTWGufMCCanlU8,2026-04-01 06:10:45.792,0.000676,,,0,0,2145,591,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9436,443,library-app,libri
gen-1775023845-49cBix2FLdYBTDHa2SQU,2026-04-01 06:10:45.791,0.000591,,,0,0,2182,441,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7189,358,library-app,libri
gen-1775023845-5ciZwSPuUjLYZR10B3J4,2026-04-01 06:10:45.789,0.000589,,,0,0,2051,470,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,7895,461,library-app,libri
gen-1775023843-1LNsM38e6s4QulqqtiK1,2026-04-01 06:10:43.035,0.000978,,,,0,2153,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,50182,182,library-app,libri
gen-1775023838-XuOl8uMPnllxv9mVCV1r,2026-04-01 06:10:38.469,0.000611,,,0,0,2073,501,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9118,439,library-app,libri
gen-1775023833-oIvtczTmsGaAEaa9aFNz,2026-04-01 06:10:33.111,0.000661,,,0,0,2021,598,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,13093,641,,libri
gen-1775023830-4UwN4HQLSVGDBHfiKylN,2026-04-01 06:10:30.657,0.000978,,,,0,2161,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,42301,209,,libri
gen-1775023830-5B8RmNBOqaO2m0WZ7hR5,2026-04-01 06:10:30.397,0.000653,,,0,0,2070,572,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,14793,1566,library-app,libri
gen-1775023829-cAxos2ymwsjndLcDes8Y,2026-04-01 06:10:29.204,0.000636,,,0,0,2156,521,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9478,391,library-app,libri
gen-1775023826-maPXZimXFdxWIfMADyAV,2026-04-01 06:10:26.037,0.000972,,,,0,2050,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,54664,186,library-app,libri
gen-1775023818-TWl1U3IeGXMDlu8veiu4,2026-04-01 06:10:18.614,0.000606,,,0,0,2081,490,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,9271,745,,libri
gen-1775023814-uBGi5jOBaFMRaqKyyEY8,2026-04-01 06:10:14.209,0.000974,,,,0,2085,2176,2176,0,openai/gpt-5-nano-2025-08-07,OpenAI,standard,false,true,,max_output_tokens,length,56678,196,library-app,libri
